STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,isced11,International Standard Classification of Education (ISCED 2011),age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,RS,Serbia,2017,,14.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,RS,Serbia,2018,,15.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,RS,Serbia,2019,,17.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,RS,Serbia,2020,,15.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,RS,Serbia,2021,,16.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,RS,Serbia,2022,,15.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,RS,Serbia,2023,,14.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,RS,Serbia,2024,,16.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SE,Sweden,2010,,29.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SE,Sweden,2011,,31.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SE,Sweden,2012,,29.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SE,Sweden,2013,,31.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SE,Sweden,2014,,32.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SE,Sweden,2015,,34.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SE,Sweden,2016,,35.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SE,Sweden,2017,,37.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SE,Sweden,2018,,39.0,,b,break in time series,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SE,Sweden,2019,,39.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SE,Sweden,2020,,36.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SE,Sweden,2021,,36.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SE,Sweden,2022,,34.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SE,Sweden,2023,,31.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SE,Sweden,2024,,26.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SI,Slovenia,2010,,30.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SI,Slovenia,2011,,28.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SI,Slovenia,2012,,28.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SI,Slovenia,2013,,30.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SI,Slovenia,2014,,28.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SI,Slovenia,2015,,23.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SI,Slovenia,2016,,27.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SI,Slovenia,2017,,19.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SI,Slovenia,2018,,22.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SI,Slovenia,2019,,19.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SI,Slovenia,2020,,17.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SI,Slovenia,2021,,9.9,,u,low reliability,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SI,Slovenia,2022,,11.7,,u,low reliability,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SI,Slovenia,2023,,18.4,,bu,"break in time series, low reliability",,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SI,Slovenia,2024,,13.4,,u,low reliability,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SK,Slovakia,2010,,23.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SK,Slovakia,2011,,22.4,,b,break in time series,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SK,Slovakia,2012,,21.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SK,Slovakia,2013,,20.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SK,Slovakia,2014,,22.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SK,Slovakia,2015,,21.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SK,Slovakia,2016,,22.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SK,Slovakia,2017,,25.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SK,Slovakia,2018,,28.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SK,Slovakia,2019,,34.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SK,Slovakia,2020,,26.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SK,Slovakia,2021,,25.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SK,Slovakia,2022,,28.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SK,Slovakia,2023,,27.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,SK,Slovakia,2024,,32.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,TR,Türkiye,2010,,40.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,TR,Türkiye,2011,,38.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,TR,Türkiye,2012,,37.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,TR,Türkiye,2013,,38.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,TR,Türkiye,2014,,39.2,,b,break in time series,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,TR,Türkiye,2015,,37.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,TR,Türkiye,2016,,37.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,TR,Türkiye,2017,,35.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,TR,Türkiye,2018,,36.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,TR,Türkiye,2019,,36.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,TR,Türkiye,2020,,33.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,TR,Türkiye,2021,,31.0,,b,break in time series,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,TR,Türkiye,2022,,29.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,TR,Türkiye,2023,,27.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,TR,Türkiye,2024,,25.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,AT,Austria,2010,,63.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,AT,Austria,2011,,60.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,AT,Austria,2012,,61.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,AT,Austria,2013,,59.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,AT,Austria,2014,,48.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,AT,Austria,2015,,52.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,AT,Austria,2016,,54.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,AT,Austria,2017,,48.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,AT,Austria,2018,,49.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,AT,Austria,2019,,47.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,AT,Austria,2020,,49.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,AT,Austria,2021,,48.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,AT,Austria,2022,,42.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,AT,Austria,2023,,42.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,AT,Austria,2024,,43.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BA,Bosnia and Herzegovina,2021,,67.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BA,Bosnia and Herzegovina,2022,,65.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BA,Bosnia and Herzegovina,2023,,65.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BA,Bosnia and Herzegovina,2024,,65.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BE,Belgium,2010,,41.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BE,Belgium,2011,,41.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BE,Belgium,2012,,43.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BE,Belgium,2013,,40.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BE,Belgium,2014,,40.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BE,Belgium,2015,,43.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,BE,Belgium,2016,,39.5,,,,,
