STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,isced11,International Standard Classification of Education (ISCED 2011),age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DE,Germany,2023,,43.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DE,Germany,2024,,43.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2010,,46.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2011,,45.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2012,,45.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2013,,42.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2014,,43.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2015,,42.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2016,,41.7,,b,break in time series,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2017,,38.0,,b,break in time series,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2018,,39.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2019,,38.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2020,,40.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2021,,39.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2022,,39.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2023,,42.1,,b,break in time series,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2024,,42.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2010,,57.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2011,,52.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2012,,52.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2013,,59.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2014,,57.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2015,,59.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2016,,62.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2017,,59.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2018,,57.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2019,,57.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2020,,58.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2021,,56.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2022,,55.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2023,,63.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2024,,66.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2010,,41.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2011,,41.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2012,,43.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2013,,43.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2014,,44.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2015,,44.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2016,,46.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2017,,46.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2018,,48.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2019,,54.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2020,,55.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2021,,53.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2022,,52.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2023,,56.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2024,,57.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2010,,21.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2011,,21.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2012,,21.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2013,,21.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2014,,21.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2015,,21.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2016,,21.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2017,,21.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2018,,22.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2019,,22.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2020,,24.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2021,,24.7,,d,definition differs (see metadata),,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2022,,25.0,,d,definition differs (see metadata),,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2023,,25.3,,d,definition differs (see metadata),,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2024,,25.5,,d,definition differs (see metadata),,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2010,,45.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2011,,44.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2012,,43.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2013,,44.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2014,,43.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2015,,44.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2016,,43.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2017,,43.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2018,,43.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2019,,42.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2020,,43.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2021,,43.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2022,,43.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2023,,43.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2024,,43.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2010,,56.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2011,,55.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2012,,57.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2013,,57.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2014,,57.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2015,,59.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2016,,58.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2017,,58.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2018,,54.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2019,,55.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2020,,59.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2021,,58.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2022,,57.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,M,Males,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2023,,57.8,,,,,
