STRUCTURE,STRUCTURE_ID,freq: Time frequency,wstatus: Labour force and employment status,sex: Sex,age: Age class,unit: Unit of measure,geo: Geopolitical entity (reporting),TIME_PERIOD: Time,OBS_VALUE: Observation value,OBS_FLAG: Observation status (Flag) V2 structure,CONF_STATUS: Confidentiality status (flag)
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,CZ03: Jihozápad,2024,71.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,CZ04: Severozápad,2024,64.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,CZ05: Severovýchod,2024,92.1,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,CZ06: Jihovýchod,2024,109.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,CZ07: Střední Morava,2024,77.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,CZ08: Moravskoslezsko,2024,69.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DE11: Stuttgart,2024,131.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DE12: Karlsruhe,2024,92.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DE13: Freiburg,2024,81.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DE14: Tübingen,2024,63.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DE21: Oberbayern,2024,210.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DE22: Niederbayern,2024,45.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DE23: Oberpfalz,2024,38.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DE24: Oberfranken,2024,32.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DE25: Mittelfranken,2024,68.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DE26: Unterfranken,2024,41.1,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DE27: Schwaben,2024,81.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DE30: Berlin,2024,195.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DE40: Brandenburg,2024,93.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DE50: Bremen,2024,17.7,u: low reliability,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DE60: Hamburg,2024,77.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DE71: Darmstadt,2024,153.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DE72: Gießen,2024,35.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DE73: Kassel,2024,41.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DE80: Mecklenburg-Vorpommern,2024,42.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DE91: Braunschweig,2024,40.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DE92: Hannover,2024,70.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DE93: Lüneburg,2024,57.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DE94: Weser-Ems,2024,78.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DEA1: Düsseldorf,2024,179.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DEA2: Köln,2024,172.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DEA3: Münster,2024,80.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DEA4: Detmold,2024,67.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DEA5: Arnsberg,2024,96.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DEB1: Koblenz,2024,50.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DEB2: Trier,2024,17.1,u: low reliability,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DEB3: Rheinhessen-Pfalz,2024,71.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DEC0: Saarland,2024,29.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DED2: Dresden,2024,51.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DED4: Chemnitz,2024,37.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DED5: Leipzig,2024,42.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DEE0: Sachsen-Anhalt,2024,54.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DEF0: Schleswig-Holstein,2024,108.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DEG0: Thüringen,2024,67.1,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DK01: Hovedstaden,2024,73.1,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DK02: Sjælland,2024,25.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DK03: Syddanmark,2024,38.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DK04: Midtjylland,2024,41.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,DK05: Nordjylland,2024,17.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,EE00: Eesti,2024,76.1,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,EL30: Attiki,2024,237.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,EL41: Voreio Aigaio,2024,23.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,EL42: Notio Aigaio,2024,36.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,EL43: Kriti,2024,82.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,"EL51: Anatoliki Makedonia, Thraki",2024,69.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,EL52: Kentriki Makedonia,2024,184.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,EL53: Dytiki Makedonia,2024,33.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,EL54: Ipeiros,2024,38.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,EL61: Thessalia,2024,90.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,EL62: Ionia Nisia,2024,28.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,EL63: Dytiki Elláda,2024,79.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,EL64: Sterea Elláda,2024,74.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,EL65: Peloponnisos,2024,90.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,ES11: Galicia,2024,192.5,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,ES12: Principado de Asturias,2024,67.3,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,ES13: Cantabria,2024,34.9,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,ES21: País Vasco,2024,125.2,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,ES22: Comunidad Foral de Navarra,2024,43.9,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,ES23: La Rioja,2024,22.1,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,ES24: Aragón,2024,78.0,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,ES30: Comunidad de Madrid,2024,376.9,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,ES41: Castilla y León,2024,159.6,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,ES42: Castilla-La Mancha,2024,130.6,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,ES43: Extremadura,2024,66.7,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,ES51: Cataluña,2024,460.7,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,ES52: Comunitat Valenciana,2024,342.7,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,ES53: Illes Balears,2024,93.3,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,ES61: Andalucía,2024,523.5,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,ES62: Región de Murcia,2024,82.9,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,ES63: Ciudad de Ceuta,2024,3.2,"du: definition differs (see metadata), low reliability",
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,ES64: Ciudad de Melilla,2024,3.5,"du: definition differs (see metadata), low reliability",
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,ES70: Canarias,2024,125.6,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,EU27_2020: European Union - 27 countries (from 2020),2024,25344.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FI19: Länsi-Suomi,2024,59.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FI1B: Helsinki-Uusimaa,2024,80.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FI1C: Etelä-Suomi,2024,51.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FI1D: Pohjois- ja Itä-Suomi,2024,57.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FI20: Åland,2024,,u: low reliability,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FR10: Ile de France,2024,596.8,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRB0: Centre — Val de Loire,2024,126.0,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRC1: Bourgogne,2024,85.8,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRC2: Franche-Comté,2024,60.7,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRD1: Basse-Normandie,2024,83.8,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRD2: Haute-Normandie,2024,71.4,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRE1: Nord-Pas de Calais,2024,151.0,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRE2: Picardie,2024,60.9,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRF1: Alsace,2024,89.4,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRF2: Champagne-Ardenne,2024,53.0,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRF3: Lorraine,2024,75.7,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRG0: Pays de la Loire,2024,213.3,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRH0: Bretagne,2024,186.2,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRI1: Aquitaine,2024,222.4,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRI2: Limousin,2024,43.5,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRI3: Poitou-Charentes,2024,85.6,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRJ1: Languedoc-Roussillon,2024,208.2,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRJ2: Midi-Pyrénées,2024,212.7,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRK1: Auvergne,2024,72.2,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRK2: Rhône-Alpes,2024,338.1,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRL0: Provence-Alpes-Côte d’Azur,2024,321.7,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRM0: Corse,2024,21.2,"du: definition differs (see metadata), low reliability",
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRY1: Guadeloupe,2024,26.2,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRY2: Martinique,2024,15.8,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRY3: Guyane,2024,7.4,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,FRY4: La Réunion,2024,42.3,d: definition differs (see metadata),
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,HR02: Panonska Hrvatska,2024,42.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,HR03: Jadranska Hrvatska,2024,70.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,HR05: Grad Zagreb,2024,42.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,HR06: Sjeverna Hrvatska,2024,35.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,HU11: Budapest,2024,112.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,HU12: Pest,2024,80.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,HU21: Közép-Dunántúl,2024,52.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,HU22: Nyugat-Dunántúl,2024,48.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,HU23: Dél-Dunántúl,2024,38.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,HU31: Észak-Magyarország,2024,33.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,HU32: Észak-Alföld,2024,56.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,HU33: Dél-Alföld,2024,64.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,SELF: Self-employed persons,T: Total,Y25-64: From 25 to 64 years,THS_PER: Thousand persons,IE04: Northern and Western,2024,56.3,,
