STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,isced11,International Standard Classification of Education (ISCED 2011),wstatus,Labour force and employment status,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LU,Luxembourg,2022,,8.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LU,Luxembourg,2023,,7.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LU,Luxembourg,2024,,6.6,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LV,Latvia,2010,,11.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LV,Latvia,2011,,12.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LV,Latvia,2012,,13.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LV,Latvia,2013,,15.6,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LV,Latvia,2014,,13.7,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LV,Latvia,2015,,16.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LV,Latvia,2016,,17.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LV,Latvia,2017,,18.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LV,Latvia,2018,,19.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LV,Latvia,2019,,18.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LV,Latvia,2020,,24.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LV,Latvia,2021,,21.2,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LV,Latvia,2022,,22.4,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LV,Latvia,2023,,21.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LV,Latvia,2024,,22.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,ME,Montenegro,2011,,1.6,,u,low reliability,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,ME,Montenegro,2012,,1.6,,u,low reliability,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,ME,Montenegro,2013,,2.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,ME,Montenegro,2014,,3.1,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,ME,Montenegro,2015,,3.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,ME,Montenegro,2016,,4.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,ME,Montenegro,2017,,3.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,ME,Montenegro,2018,,2.4,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,ME,Montenegro,2019,,3.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,ME,Montenegro,2020,,3.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MK,North Macedonia,2010,,4.8,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MK,North Macedonia,2011,,6.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MK,North Macedonia,2012,,5.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MK,North Macedonia,2013,,4.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MK,North Macedonia,2014,,2.9,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MK,North Macedonia,2015,,4.8,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MK,North Macedonia,2016,,5.4,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MK,North Macedonia,2017,,5.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MK,North Macedonia,2018,,5.8,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MK,North Macedonia,2019,,5.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MK,North Macedonia,2020,,5.8,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MK,North Macedonia,2021,,6.2,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MK,North Macedonia,2022,,5.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MK,North Macedonia,2023,,6.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MK,North Macedonia,2024,,6.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MT,Malta,2010,,0.8,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MT,Malta,2011,,0.7,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MT,Malta,2012,,0.7,,u,low reliability,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MT,Malta,2013,,1.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MT,Malta,2014,,1.4,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MT,Malta,2015,,1.6,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MT,Malta,2016,,1.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MT,Malta,2017,,2.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MT,Malta,2018,,3.4,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MT,Malta,2019,,3.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MT,Malta,2020,,3.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MT,Malta,2021,,3.1,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MT,Malta,2022,,3.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MT,Malta,2023,,4.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,MT,Malta,2024,,4.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,NL,Netherlands,2010,,157.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,NL,Netherlands,2011,,160.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,NL,Netherlands,2012,,174.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,NL,Netherlands,2013,,181.1,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,NL,Netherlands,2014,,196.1,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,NL,Netherlands,2015,,208.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,NL,Netherlands,2016,,211.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,NL,Netherlands,2017,,232.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,NL,Netherlands,2018,,236.8,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,NL,Netherlands,2019,,253.8,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,NL,Netherlands,2020,,271.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,NL,Netherlands,2021,,247.6,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,NL,Netherlands,2022,,284.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,NL,Netherlands,2023,,298.4,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,NL,Netherlands,2024,,307.8,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,NO,Norway,2010,,20.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,NO,Norway,2011,,17.8,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,NO,Norway,2012,,18.4,,,,,
