STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,isced11,International Standard Classification of Education (ISCED 2011),wstatus,Labour force and employment status,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HR,Croatia,2010,,15.7,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HR,Croatia,2011,,13.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HR,Croatia,2012,,15.4,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HR,Croatia,2013,,16.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HR,Croatia,2014,,15.0,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HR,Croatia,2015,,15.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HR,Croatia,2016,,13.8,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HR,Croatia,2017,,16.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HR,Croatia,2018,,17.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HR,Croatia,2019,,18.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HR,Croatia,2020,,16.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HR,Croatia,2021,,15.2,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HR,Croatia,2022,,20.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HR,Croatia,2023,,22.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HR,Croatia,2024,,22.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HU,Hungary,2010,,45.4,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HU,Hungary,2011,,41.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HU,Hungary,2012,,45.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HU,Hungary,2013,,43.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HU,Hungary,2014,,45.3,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HU,Hungary,2015,,54.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HU,Hungary,2016,,55.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HU,Hungary,2017,,50.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HU,Hungary,2018,,56.6,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HU,Hungary,2019,,59.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HU,Hungary,2020,,70.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HU,Hungary,2021,,75.2,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HU,Hungary,2022,,79.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HU,Hungary,2023,,75.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,HU,Hungary,2024,,74.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IE,Ireland,2010,,35.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IE,Ireland,2011,,34.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IE,Ireland,2012,,35.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IE,Ireland,2013,,39.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IE,Ireland,2014,,37.3,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IE,Ireland,2015,,40.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IE,Ireland,2016,,42.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IE,Ireland,2017,,43.1,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IE,Ireland,2018,,43.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IE,Ireland,2019,,44.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IE,Ireland,2020,,46.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IE,Ireland,2021,,46.9,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IE,Ireland,2022,,50.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IE,Ireland,2023,,51.6,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IE,Ireland,2024,,54.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IS,Iceland,2010,,2.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IS,Iceland,2011,,2.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IS,Iceland,2012,,2.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IS,Iceland,2013,,2.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IS,Iceland,2014,,2.4,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IS,Iceland,2015,,2.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IS,Iceland,2016,,2.4,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IS,Iceland,2017,,2.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IS,Iceland,2018,,3.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IS,Iceland,2019,,3.4,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IS,Iceland,2020,,2.6,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IS,Iceland,2021,,2.9,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IS,Iceland,2022,,3.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IS,Iceland,2023,,3.8,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IS,Iceland,2024,,3.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IT,Italy,2010,,422.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IT,Italy,2011,,430.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IT,Italy,2012,,472.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IT,Italy,2013,,489.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IT,Italy,2014,,508.3,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IT,Italy,2015,,531.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IT,Italy,2016,,549.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IT,Italy,2017,,559.8,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IT,Italy,2018,,562.2,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IT,Italy,2019,,579.6,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IT,Italy,2020,,551.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IT,Italy,2021,,543.5,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IT,Italy,2022,,557.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IT,Italy,2023,,564.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,IT,Italy,2024,,590.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LT,Lithuania,2010,,12.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LT,Lithuania,2011,,12.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LT,Lithuania,2012,,12.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LT,Lithuania,2013,,14.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LT,Lithuania,2014,,16.5,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LT,Lithuania,2015,,20.8,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LT,Lithuania,2016,,21.4,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LT,Lithuania,2017,,20.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LT,Lithuania,2018,,24.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LT,Lithuania,2019,,24.6,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LT,Lithuania,2020,,25.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LT,Lithuania,2021,,27.0,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LT,Lithuania,2022,,33.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LT,Lithuania,2023,,30.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LT,Lithuania,2024,,28.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LU,Luxembourg,2010,,2.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LU,Luxembourg,2011,,3.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LU,Luxembourg,2012,,3.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LU,Luxembourg,2013,,3.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LU,Luxembourg,2014,,4.6,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LU,Luxembourg,2015,,3.9,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LU,Luxembourg,2016,,3.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LU,Luxembourg,2017,,3.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LU,Luxembourg,2018,,4.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LU,Luxembourg,2019,,5.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LU,Luxembourg,2020,,5.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,F,Females,Y20-64,From 20 to 64 years,ED5-8,Tertiary education (levels 5-8),SELF,Self-employed persons,LU,Luxembourg,2021,,6.2,,b,break in time series,,
