STRUCTURE,STRUCTURE_ID,freq: Time frequency,wstatus: Labour force and employment status,sex: Sex,age: Age class,unit: Unit of measure,geo: Geopolitical entity (reporting),TIME_PERIOD: Time,OBS_VALUE: Observation value,OBS_FLAG: Observation status (Flag) V2 structure,CONF_STATUS: Confidentiality status (flag)
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2010,1763.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2011,1785.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2012,1805.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2013,1825.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2014,1840.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2015,1855.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2016,1893.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2017,1918.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2018,1931.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2019,1957.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2020,1937.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2021,1932.2,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2022,2000.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2023,2012.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2024,2029.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BA: Bosnia and Herzegovina,2021,416.7,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BA: Bosnia and Herzegovina,2022,422.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BA: Bosnia and Herzegovina,2023,440.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BA: Bosnia and Herzegovina,2024,458.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2010,2002.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2011,2015.7,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2012,2030.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2013,2051.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2014,2082.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2015,2089.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2016,2093.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2017,2109.7,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2018,2178.1,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2019,2215.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2020,2200.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2021,2231.9,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2022,2292.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2023,2308.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2024,2312.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BG: Bulgaria,2010,1417.6,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BG: Bulgaria,2011,1382.4,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BG: Bulgaria,2012,1371.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BG: Bulgaria,2013,1367.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BG: Bulgaria,2014,1379.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BG: Bulgaria,2015,1397.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BG: Bulgaria,2016,1380.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BG: Bulgaria,2017,1429.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BG: Bulgaria,2018,1426.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BG: Bulgaria,2019,1376.0,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BG: Bulgaria,2020,1321.1,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BG: Bulgaria,2021,1300.3,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BG: Bulgaria,2022,1333.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BG: Bulgaria,2023,1326.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BG: Bulgaria,2024,1327.0,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CH: Switzerland,2010,1763.9,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CH: Switzerland,2011,1807.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CH: Switzerland,2012,1841.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CH: Switzerland,2013,1862.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CH: Switzerland,2014,1905.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CH: Switzerland,2015,1939.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CH: Switzerland,2016,1972.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CH: Switzerland,2017,1979.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CH: Switzerland,2018,1998.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CH: Switzerland,2019,2033.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CH: Switzerland,2020,2032.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CH: Switzerland,2021,2038.9,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CH: Switzerland,2022,2058.1,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CH: Switzerland,2023,2090.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CH: Switzerland,2024,2113.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CY: Cyprus,2010,181.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CY: Cyprus,2011,184.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CY: Cyprus,2012,179.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CY: Cyprus,2013,171.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CY: Cyprus,2014,174.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CY: Cyprus,2015,170.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CY: Cyprus,2016,170.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CY: Cyprus,2017,178.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CY: Cyprus,2018,186.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CY: Cyprus,2019,195.1,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CY: Cyprus,2020,195.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CY: Cyprus,2021,204.5,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CY: Cyprus,2022,216.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CY: Cyprus,2023,225.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CY: Cyprus,2024,227.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CZ: Czechia,2010,2047.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CZ: Czechia,2011,2055.7,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CZ: Czechia,2012,2071.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CZ: Czechia,2013,2097.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CZ: Czechia,2014,2111.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CZ: Czechia,2015,2150.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CZ: Czechia,2016,2200.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CZ: Czechia,2017,2241.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CZ: Czechia,2018,2275.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CZ: Czechia,2019,2276.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CZ: Czechia,2020,2236.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CZ: Czechia,2021,2227.3,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CZ: Czechia,2022,2211.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CZ: Czechia,2023,2132.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,CZ: Czechia,2024,2252.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DE: Germany,2010,16832.4,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DE: Germany,2011,17219.2,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DE: Germany,2012,17352.9,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DE: Germany,2013,17580.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DE: Germany,2014,17753.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DE: Germany,2015,17911.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DE: Germany,2016,18310.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DE: Germany,2017,18440.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DE: Germany,2018,18552.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DE: Germany,2019,18768.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DE: Germany,2020,18422.4,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DE: Germany,2021,18159.3,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DE: Germany,2022,18561.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DE: Germany,2023,18742.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DE: Germany,2024,18790.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DK: Denmark,2010,1170.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DK: Denmark,2011,1158.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DK: Denmark,2012,1153.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DK: Denmark,2013,1155.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DK: Denmark,2014,1156.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DK: Denmark,2015,1170.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DK: Denmark,2016,1195.2,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DK: Denmark,2017,1212.6,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DK: Denmark,2018,1229.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DK: Denmark,2019,1246.1,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DK: Denmark,2020,1240.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DK: Denmark,2021,1262.1,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DK: Denmark,2022,1302.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DK: Denmark,2023,1307.2,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,DK: Denmark,2024,1312.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,EE: Estonia,2010,277.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,EE: Estonia,2011,284.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,EE: Estonia,2012,289.1,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,EE: Estonia,2013,289.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,EE: Estonia,2014,288.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,EE: Estonia,2015,291.1,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,EE: Estonia,2016,289.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,EE: Estonia,2017,297.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,EE: Estonia,2018,296.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,EE: Estonia,2019,297.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,EE: Estonia,2020,291.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,EE: Estonia,2021,297.7,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,EE: Estonia,2022,306.8,,
