STRUCTURE,STRUCTURE_ID,freq: Time frequency,wstatus: Labour force and employment status,sex: Sex,age: Age class,unit: Unit of measure,geo: Geopolitical entity (reporting),TIME_PERIOD: Time,OBS_VALUE: Observation value,OBS_FLAG: Observation status (Flag) V2 structure,CONF_STATUS: Confidentiality status (flag)
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,PT: Portugal,2023,2378.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,PT: Portugal,2024,2406.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RO: Romania,2010,3582.9,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RO: Romania,2011,3548.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RO: Romania,2012,3565.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RO: Romania,2013,3525.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RO: Romania,2014,3546.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RO: Romania,2015,3494.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RO: Romania,2016,3469.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RO: Romania,2017,3589.1,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RO: Romania,2018,3559.1,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RO: Romania,2019,3551.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RO: Romania,2020,3477.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RO: Romania,2021,3188.9,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RO: Romania,2022,3269.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RO: Romania,2023,3236.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RO: Romania,2024,3312.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RS: Serbia,2010,967.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RS: Serbia,2011,908.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RS: Serbia,2012,893.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RS: Serbia,2013,925.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RS: Serbia,2014,1052.8,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RS: Serbia,2015,1064.1,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RS: Serbia,2016,1128.1,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RS: Serbia,2017,1170.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RS: Serbia,2018,1183.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RS: Serbia,2019,1217.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RS: Serbia,2020,1213.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RS: Serbia,2021,1165.4,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RS: Serbia,2022,1209.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RS: Serbia,2023,1226.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,RS: Serbia,2024,1253.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SE: Sweden,2010,2022.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SE: Sweden,2011,2075.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SE: Sweden,2012,2093.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SE: Sweden,2013,2114.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SE: Sweden,2014,2140.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SE: Sweden,2015,2172.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SE: Sweden,2016,2211.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SE: Sweden,2017,2248.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SE: Sweden,2018,2276.0,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SE: Sweden,2019,2275.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SE: Sweden,2020,2243.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SE: Sweden,2021,2227.4,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SE: Sweden,2022,2280.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SE: Sweden,2023,2325.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SE: Sweden,2024,2323.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SI: Slovenia,2010,425.1,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SI: Slovenia,2011,415.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SI: Slovenia,2012,412.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SI: Slovenia,2013,399.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SI: Slovenia,2014,401.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SI: Slovenia,2015,404.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SI: Slovenia,2016,415.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SI: Slovenia,2017,431.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SI: Slovenia,2018,438.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SI: Slovenia,2019,441.1,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SI: Slovenia,2020,439.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SI: Slovenia,2021,433.4,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SI: Slovenia,2022,437.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SI: Slovenia,2023,439.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SI: Slovenia,2024,441.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SK: Slovakia,2010,1024.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SK: Slovakia,2011,1015.5,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SK: Slovakia,2012,1017.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SK: Slovakia,2013,1026.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SK: Slovakia,2014,1039.1,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SK: Slovakia,2015,1064.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SK: Slovakia,2016,1100.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SK: Slovakia,2017,1127.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SK: Slovakia,2018,1132.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SK: Slovakia,2019,1145.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SK: Slovakia,2020,1123.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SK: Slovakia,2021,1180.2,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SK: Slovakia,2022,1199.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SK: Slovakia,2023,1202.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,SK: Slovakia,2024,1191.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,TR: Türkiye,2010,5842.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,TR: Türkiye,2011,6343.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,TR: Türkiye,2012,6710.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,TR: Türkiye,2013,7036.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,TR: Türkiye,2014,7073.0,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,TR: Türkiye,2015,7376.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,TR: Türkiye,2016,7639.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,TR: Türkiye,2017,8074.1,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,TR: Türkiye,2018,8367.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,TR: Türkiye,2019,8282.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,TR: Türkiye,2020,7804.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,TR: Türkiye,2021,8448.9,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,TR: Türkiye,2022,9286.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,TR: Türkiye,2023,9631.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,TR: Türkiye,2024,10003.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,UK: United Kingdom,2010,12693.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,UK: United Kingdom,2011,12781.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,UK: United Kingdom,2012,12889.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,UK: United Kingdom,2013,13086.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,UK: United Kingdom,2014,13379.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,UK: United Kingdom,2015,13578.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,UK: United Kingdom,2016,13790.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,UK: United Kingdom,2017,14038.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,UK: United Kingdom,2018,14218.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,F: Females,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,UK: United Kingdom,2019,14406.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2010,1998.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2011,2017.1,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2012,2029.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2013,2038.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2014,2035.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2015,2062.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2016,2103.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2017,2129.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2018,2170.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2019,2191.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2020,2152.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2021,2169.5,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2022,2218.5,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2023,2230.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,AT: Austria,2024,2226.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BA: Bosnia and Herzegovina,2021,709.2,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BA: Bosnia and Herzegovina,2022,721.1,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BA: Bosnia and Herzegovina,2023,734.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BA: Bosnia and Herzegovina,2024,753.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2010,2409.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2011,2411.1,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2012,2410.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2013,2402.6,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2014,2384.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2015,2378.9,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2016,2414.2,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2017,2440.1,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2018,2467.4,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2019,2493.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2020,2485.7,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2021,2503.2,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2022,2555.8,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2023,2570.0,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BE: Belgium,2024,2587.3,,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BG: Bulgaria,2010,1605.1,b: break in time series,
dataflow,ESTAT:LFST_R_LFE2ESTAT(1.0),A: Annual,EMP: Employed persons,M: Males,Y20-64: From 20 to 64 years,THS_PER: Thousand persons,BG: Bulgaria,2011,1535.2,b: break in time series,
